ent_nm,parent_id,contract_id,issuer_id,ptf,account,isin,comments,ann_type,fix_type,rtg,ccy_nm,nominal,deal_date,maturity_date,acc_int,internal_rate,rate_mult,rate_add,first_ann_date,ann_freq,first_fix_date,fix_freq,crv_disc,crv_fwd
kbc,1574,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1575,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1576,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1577,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1578,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1579,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1580,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1581,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1582,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1583,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1584,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1585,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1586,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1587,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1588,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1589,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1590,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1591,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1592,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1593,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1594,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1595,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1596,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1597,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1598,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1599,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1600,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1601,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1602,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1603,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1604,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1605,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1606,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1607,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1608,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1609,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1610,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1611,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1612,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1613,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1614,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1615,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1616,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1617,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1618,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1619,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1620,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1621,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1622,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1623,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1624,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1625,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1626,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1627,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1628,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1629,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1630,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1631,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1632,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1633,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1634,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1635,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1636,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1637,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1638,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1639,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1640,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1641,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1642,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1643,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1644,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1645,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1646,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1647,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1648,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1649,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1650,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1651,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1652,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1653,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1654,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1655,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1656,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1657,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1658,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1659,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1660,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1661,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1662,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1663,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1664,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1665,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1666,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1667,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1668,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1669,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1670,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1671,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1672,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1673,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1674,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1675,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1676,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1677,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1678,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1679,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1680,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1681,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1682,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1683,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1684,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1685,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1686,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1687,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1688,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1689,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1690,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1691,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1692,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1693,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1694,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1695,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1696,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1697,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1698,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1699,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1700,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1701,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1702,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1703,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1704,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1705,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1706,0,n/a,ann,/assets/mortgages,ANN03,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20260630,5Y,INTERBCRV.EUR,INTERBCRV.EUR
kbc,1707,0,n/a,ann,/assets/mortgages,ANN01,n/a,ANN,fix,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,,,INTERBCRV.EUR,
kbc,1708,0,n/a,ann,/assets/mortgages,ANN02,n/a,ANN,par,--na--,eur,1000,20210630,20410630,,0.01,1,0.01,20220630,1M,20310630,10Y,INTERBCRV.EUR,INTERBCRV.EUR
